title_id,average_rating,num_votes
tt0016294,6.6,153
tt0016308,6.7,534
tt0016309,3.7,242
tt0016310,6.6,371
tt0016332,7.9,9755
tt0016338,5.9,141
tt0016377,4.7,132
tt0016392,6.3,310
tt0016394,6.6,923
tt0016395,7.2,322
tt0016461,6.5,601
tt0016473,7.2,1844
tt0016480,6.8,323
tt0016481,7.4,1161
tt0016491,7.7,749
tt0016493,6.7,215
tt0016544,5.0,1488
tt0016545,5.6,287
tt0016548,7.0,151
tt0016559,6.8,126
tt0016560,5.4,648
tt0016563,6.7,140
tt0016627,6.9,1187
tt0016629,6.5,772
tt0016630,7.1,3179
tt0016634,7.1,386
tt0016640,6.4,414
tt0016643,6.3,244
tt0016646,5.7,480
tt0016654,7.1,1828
tt0016655,6.8,769
tt0016664,5.6,178
tt0016669,7.2,1541
tt0016672,5.1,569
tt0016690,6.2,1474
tt0016691,6.7,131
tt0016762,6.7,173
tt0016804,7.0,802
tt0016822,6.8,979
tt0016827,5.4,131
tt0016832,7.0,476
tt0016847,8.1,14596
tt0016854,6.3,252
tt0016871,5.8,819
tt0016884,7.6,4158
tt0016895,7.5,1592
tt0016914,6.9,702
tt0016939,6.3,326
tt0016947,6.7,249
tt0016953,6.6,776
tt0016971,6.0,155
tt0017004,6.4,280
tt0017028,7.0,173
tt0017029,6.7,429
tt0017048,7.5,3211
tt0017075,7.3,11084
tt0017082,6.3,237
tt0017096,6.7,500
tt0017103,6.7,611
tt0017119,6.8,362
tt0017120,6.8,353
tt0017128,7.5,2691
tt0017136,8.3,165953
tt0017159,6.9,301
tt0017184,5.8,135
tt0017195,6.9,134
tt0017196,6.7,806
tt0017198,5.6,252
tt0017226,6.8,227
tt0017271,7.6,1030
tt0017293,7.0,151
tt0017329,6.6,213
tt0017338,6.0,118
tt0017350,7.6,1741
tt0017354,6.3,175
tt0017374,6.0,159
tt0017378,6.6,334
tt0017382,6.8,282
tt0017409,7.1,515
tt0017410,6.4,203
tt0017416,6.6,1921
tt0017419,6.2,259
tt0017423,7.3,1252
tt0017437,6.7,850
tt0017438,6.9,644
tt0017448,7.1,2388
tt0017449,6.9,1187
tt0017463,7.5,1142
tt0017480,6.9,789
tt0017483,6.1,740
tt0017519,6.7,152
tt0017534,6.4,1909
tt0017540,6.9,394
tt0017567,6.9,787
tt0017619,7.6,364
tt0017621,6.1,335
tt0017632,6.0,394
tt0017653,7.0,256
tt0017662,7.1,206
tt0017667,6.9,760
tt0017726,6.2,127
tt0017735,6.9,302
tt0017736,6.9,197
tt0017739,7.1,2880
tt0017750,7.1,420
tt0017751,6.6,259
tt0017765,7.0,4636
tt0017809,7.2,675
tt0017825,6.1,2410
tt0017832,5.0,248
tt0017843,5.6,2689
tt0017860,5.7,741
tt0017886,6.4,212
tt0017918,7.0,323
tt0017925,8.1,86241
tt0017928,6.6,196
tt0017938,7.0,851
tt0017961,7.4,1020
tt0017998,7.2,267
tt0018014,6.7,238
tt0018016,6.4,238
tt0018033,7.3,3130
tt0018037,6.5,9570
tt0018045,6.9,307
tt0018051,7.6,4121
tt0018054,7.3,2064
tt0018066,7.3,1657
tt0018087,7.3,726
tt0018097,6.7,1311
tt0018102,6.4,499
tt0018107,6.9,1010
tt0018113,6.2,803
tt0018138,6.0,382
tt0018166,6.8,476
tt0018179,6.4,605
tt0018183,7.4,840
tt0018192,8.2,7535
tt0018217,7.5,7463
tt0018218,6.5,347
tt0018235,6.8,149
tt0018247,6.3,133
tt0018253,5.9,527
tt0018268,6.3,129
tt0018297,6.5,770
tt0018311,6.7,1396
tt0018328,6.2,3377
tt0018351,7.1,218
tt0018362,6.2,367
tt0018379,7.6,3434
tt0018389,5.6,175
tt0018392,7.1,410
tt0018397,6.9,558
tt0018413,4.4,506
tt0018440,5.9,999
tt0018451,7.6,1446
tt0018453,6.4,151
tt0018455,8.1,49177
tt0018464,5.5,170
tt0018471,7.0,1556
tt0018484,6.3,128
tt0018487,5.8,487
tt0018505,7.4,1136
tt0018513,5.0,657
tt0018515,6.7,990
tt0018523,6.8,863
tt0018524,6.8,431
tt0018526,7.6,2856
tt0018528,7.8,7737
tt0018530,6.2,282
tt0018566,6.9,343
tt0018578,7.5,12203
tt0018579,2.9,194
tt0018588,6.7,245
tt0018600,6.2,136
tt0018615,7.1,361
tt0018618,5.9,1120
tt0018678,6.5,472
tt0018684,7.5,1066
tt0018722,5.0,151
tt0018737,7.9,10325
tt0018742,8.1,11203
tt0018749,6.3,855
tt0018756,5.5,2210
tt0018770,7.3,3742
tt0018773,8.1,31989
tt0018795,6.6,682
tt0018826,6.8,201
tt0018836,6.8,446
tt0018839,7.5,4254
tt0018841,7.2,633
tt0018862,6.9,142
tt0018876,5.9,2665
tt0018879,5.9,191
tt0018882,6.9,182
tt0018907,6.5,221
tt0018908,6.9,297
tt0018909,7.1,704
tt0018910,3.5,404
tt0018927,6.8,431
tt0018935,6.7,267
tt0018937,6.6,718
tt0018972,6.6,460
tt0018990,7.0,192
tt0018996,6.2,151
tt0019043,7.1,363
tt0019067,7.0,436
tt0019071,8.0,3678
tt0019074,7.6,1914
tt0019096,5.7,799
tt0019098,6.2,704
tt0019109,7.8,2194
tt0019127,6.9,202
tt0019130,7.7,6463
tt0019151,6.8,560
tt0019152,6.8,372
tt0019182,5.4,146
tt0019186,6.6,224
tt0019195,7.3,1273
tt0019237,6.7,1763
tt0019254,8.1,50894
tt0019258,7.5,2496
tt0019286,7.1,2019
tt0019290,6.4,267
tt0019304,6.7,1254
tt0019312,6.8,129
tt0019325,6.0,206
tt0019335,3.2,217
tt0019344,7.2,2658
tt0019374,7.0,274
tt0019379,7.6,3670
tt0019388,6.3,241
tt0019400,6.2,1022
tt0019412,7.7,3542
tt0019415,7.6,3398
tt0019421,7.9,13945
tt0019429,7.4,2288
tt0019434,6.1,276
tt0019451,6.8,428
tt0019462,6.1,262
tt0019480,6.4,242
tt0019489,6.9,403
tt0019509,7.3,484
tt0019532,6.6,424
tt0019553,6.6,177
tt0019557,6.1,475
tt0019558,7.4,1711
tt0019563,7.2,1761
tt0019571,6.4,220
tt0019574,6.9,832
tt0019585,8.1,6379
tt0019591,7.2,1484
tt0019609,6.8,130
tt0019611,7.1,966
tt0019629,7.1,225
tt0019630,5.8,764
tt0019644,7.1,1354
tt0019646,7.6,979
tt0019649,7.2,2001
tt0019655,7.4,1503
tt0019658,5.3,237
tt0019684,4.8,457
tt0019690,5.4,256
tt0019699,5.7,301
tt0019702,7.0,10197
tt0019725,6.2,387
tt0019726,6.2,193
tt0019729,5.7,6886
tt0019735,6.4,973
tt0019745,6.0,640
tt0019746,6.7,195
tt0019777,7.0,7329
tt0019785,6.3,412
tt0019788,5.7,2113
tt0019796,6.4,437
tt0019798,6.6,310
tt0019800,5.9,134
tt0019811,6.6,1133
tt0019815,6.3,132
tt0019823,6.2,1142
tt0019824,6.2,753
tt0019839,2.7,206
tt0019843,7.0,423
tt0019850,7.2,545
tt0019852,6.7,502
tt0019856,6.7,154
tt0019884,6.0,309
tt0019886,6.6,257
tt0019889,6.1,125
tt0019901,7.3,3288
tt0019909,6.9,154
tt0019929,5.2,136
tt0019933,5.8,687
tt0019935,7.2,749
tt0019936,6.6,177
tt0019939,6.3,123
tt0019945,5.2,137
tt0019946,6.1,814
tt0019949,6.5,346
tt0019957,5.6,143
tt0019959,6.8,1770
tt0019976,7.2,723
tt0019979,5.2,140
tt0019983,5.3,350
tt0019992,5.8,176
tt0019993,5.8,2005
tt0020004,6.6,387
tt0020011,6.1,156
tt0020014,5.8,137
tt0020018,5.6,1019
tt0020025,7.1,225
tt0020030,7.0,1234
tt0020034,6.1,297
tt0020062,6.8,1097
tt0020075,7.4,255
tt0020078,6.7,372
tt0020080,6.8,569
tt0020081,6.1,492
tt0020092,6.7,683
tt0020099,6.7,122
tt0020103,6.1,497
tt0020112,7.0,2147
tt0020114,6.4,202
tt0020122,7.8,1291
tt0020126,5.9,483
tt0020142,6.2,2778
tt0020143,6.2,1201
tt0020144,5.5,406
tt0020163,7.4,2990
tt0020166,5.6,192
tt0020182,6.9,137
tt0020193,7.4,279
tt0020197,6.4,226
tt0020198,6.1,636
tt0020210,5.3,557
tt0020217,5.7,215
tt0020223,6.6,756
tt0020228,6.8,171
tt0020230,7.3,809
tt0020232,7.3,379
tt0020238,5.8,327
tt0020247,6.0,828
tt0020253,6.8,371
tt0020269,7.1,1503
tt0020286,6.5,831
tt0020293,6.7,213
tt0020298,7.1,3199
tt0020305,5.4,397
tt0020320,6.8,185
tt0020332,6.0,733
tt0020335,7.3,591
tt0020336,6.1,236
tt0020344,6.9,121
tt0020358,6.1,340
tt0020359,5.4,198
tt0020364,6.1,240
tt0020388,6.1,342
tt0020392,6.4,187
tt0020402,6.2,271
tt0020403,5.8,428
tt0020405,7.0,229
tt0020410,6.7,572
tt0020425,5.5,238
tt0020431,5.0,182
tt0020439,6.2,644
tt0020442,7.0,2039
tt0020446,4.8,393
tt0020451,7.3,1454
tt0020458,6.2,397
tt0020461,5.5,154
tt0020466,6.6,409
tt0020475,7.9,4324
tt0020479,6.3,567
tt0020480,5.5,173
tt0020488,5.9,675
tt0020490,5.8,167
tt0020492,5.8,629
tt0020499,6.5,621
tt0020502,6.2,201
tt0020510,6.6,290
tt0020514,6.6,1321
tt0020516,6.2,133
tt0020534,5.8,301
tt0020538,5.1,607
tt0020542,5.3,241
tt0020543,6.0,419
tt0020547,7.0,128
tt0020556,6.9,742
tt0020563,6.4,523
tt0020570,7.2,972
tt0020572,6.0,732
tt0020581,6.6,593
tt0020585,7.2,411
tt0020589,6.6,676
tt0020590,6.4,470
tt0020608,7.1,245
tt0020613,6.3,302
tt0020620,5.7,1477
tt0020629,8.1,59169
tt0020640,7.5,14139
tt0020641,6.6,3067
tt0020642,6.9,880
tt0020656,7.2,461
tt0020661,5.1,150
tt0020668,6.4,950
tt0020670,5.8,195
tt0020673,5.2,217
tt0020679,6.2,343
tt0020686,7.1,2077
tt0020690,5.8,263
tt0020691,7.2,3612
tt0020693,6.1,399
tt0020695,6.1,670
tt0020697,7.7,14436
tt0020701,6.2,494
tt0020702,5.4,379
tt0020713,5.7,288
tt0020724,5.6,191
tt0020740,4.6,155
tt0020754,6.0,127
tt0020758,5.5,384
tt0020763,5.8,168
tt0020768,7.8,3147
tt0020785,5.3,137
tt0020793,7.6,1079
tt0020799,6.1,237
tt0020806,6.1,517
tt0020814,7.0,231
tt0020815,7.2,1745
tt0020821,6.6,628
tt0020823,6.1,187
tt0020827,6.7,2980
tt0020828,5.3,358
tt0020836,6.5,1083
tt0020838,5.8,444
tt0020842,6.6,790
tt0020852,5.3,411
tt0020866,5.8,132
tt0020869,5.2,191
tt0020873,6.2,218
tt0020875,7.2,570
tt0020876,6.7,1042
tt0020890,6.3,232
tt0020891,6.1,1312
tt0020894,6.5,227
tt0020896,6.4,400
tt0020900,6.1,234
tt0020902,5.6,885
tt0020919,5.4,847
tt0020924,5.9,175
tt0020926,4.3,151
tt0020929,5.8,347
tt0020938,5.4,392
tt0020945,6.1,334
tt0020949,5.5,165
tt0020959,5.5,174
tt0020960,7.3,5221
tt0020966,6.5,378
tt0020980,6.5,612
tt0020985,6.4,497
tt0020987,6.1,336
tt0021001,5.4,140
tt0021013,6.8,303
tt0021016,5.4,721
tt0021025,6.7,1283
tt0021040,6.7,1171
tt0021042,6.0,174
tt0021044,6.5,219
tt0021048,5.4,156
tt0021053,6.4,335
tt0021060,6.4,518
tt0021061,5.8,140
tt0021069,5.6,162
tt0021070,4.7,160
tt0021074,6.7,443
tt0021079,7.2,12755
tt0021087,6.0,411
tt0021090,5.3,159
tt0021092,5.6,265
tt0021094,5.2,172
tt0021100,5.5,196
tt0021102,6.3,137
tt0021106,6.5,940
tt0021110,5.8,198
tt0021121,6.2,220
tt0021128,6.0,780
tt0021132,5.7,232
tt0021133,5.1,296
tt0021134,4.9,236
tt0021140,5.9,276
tt0021148,6.8,1678
tt0021149,5.6,464
tt0021152,4.6,562
tt0021153,6.8,1231
tt0021156,7.1,6243
tt0021165,6.4,6088
tt0021178,6.0,173
tt0021189,5.9,1072
tt0021191,5.4,283
tt0021197,6.2,433
tt0021216,5.8,171
tt0021217,5.8,427
tt0021223,6.0,724
tt0021224,5.8,184
tt0021225,6.6,488
tt0021228,6.1,742
tt0021232,5.9,304
tt0021239,5.3,251
tt0021240,6.1,332
tt0021247,7.2,192
tt0021263,6.0,258
tt0021268,7.2,215
tt0021273,6.9,584
tt0021276,5.7,154
tt0021280,5.2,171
tt0021281,6.5,847
tt0021282,5.7,408
tt0021283,6.3,447
tt0021287,5.6,407
tt0021292,5.6,531
tt0021294,5.7,630
tt0021295,5.1,282
tt0021297,6.3,183
tt0021303,5.5,142
tt0021304,5.6,181
tt0021307,5.8,165
tt0021309,7.8,1264
tt0021310,5.8,833
tt0021322,6.3,356
tt0021324,5.1,241
tt0021331,7.4,6370
tt0021335,5.5,249
tt0021345,5.3,266
tt0021365,5.1,141
tt0021371,6.2,319
tt0021374,5.9,481
tt0021376,5.5,272
tt0021377,6.2,555
tt0021381,6.3,627
tt0021382,6.1,252
tt0021394,6.1,172
tt0021400,5.9,188
tt0021401,5.3,177
tt0021406,6.9,776
tt0021408,5.9,408
tt0021409,7.1,2173
tt0021413,5.4,297
tt0021420,6.7,249
tt0021435,5.3,169
tt0021439,5.1,138
tt0021463,6.6,173
tt0021464,5.4,247
tt0021472,5.9,246
tt0021483,6.4,192
tt0021484,7.1,128
tt0021486,6.0,203
tt0021492,6.5,134
tt0021493,5.7,293
tt0021505,6.7,1208
tt0021508,5.9,1184
tt0021511,5.6,168
tt0021525,5.6,159
tt0021531,6.2,313
tt0021533,5.7,735
tt0021534,5.7,595
tt0021542,7.4,1920
tt0021549,6.4,1006
tt0021550,5.9,180
tt0021551,6.4,395
tt0021568,6.1,182
tt0021571,7.3,5429
tt0021577,7.3,13379
tt0021580,6.2,305
tt0021594,6.2,125
tt0021595,5.9,251
tt0021599,4.5,147
tt0021606,6.1,148
tt0021607,6.5,723
tt0021615,6.0,207
tt0021622,6.2,1663
tt0021632,6.2,393
tt0021633,6.5,1097
tt0021635,6.5,1247
tt0021636,6.3,1216
tt0021647,6.9,571
tt0021649,6.1,432
tt0021653,6.8,126
tt0021654,6.7,684
tt0021657,5.9,278
tt0021659,5.7,137
tt0021668,6.7,1421
tt0021673,7.1,1831
tt0021681,5.9,134
tt0021684,5.8,300
tt0021695,6.5,156
tt0021697,5.9,289
tt0021707,6.4,163
tt0021725,6.4,210
tt0021730,7.3,3001
tt0021732,6.4,219
tt0021733,6.5,510
tt0021735,6.4,503
tt0021739,7.6,4019
tt0021743,4.3,143
tt0021746,5.9,5849
tt0021749,8.5,174983
tt0021750,7.0,1518
tt0021754,6.8,187
tt0021756,6.0,292
tt0021759,6.4,376
tt0021761,6.1,458
tt0021764,5.7,223
tt0021768,6.2,313
tt0021770,7.0,1075
tt0021772,5.6,204
tt0021775,5.8,134
tt0021778,6.2,972
tt0021780,6.2,884
tt0021785,6.1,423
tt0021786,6.2,167
tt0021793,5.9,227
tt0021798,6.2,228
tt0021799,6.3,628
tt0021807,6.2,153
tt0021814,7.5,48769
tt0021815,7.2,4259
tt0021818,7.3,2169
tt0021820,5.7,266
tt0021825,6.1,498
tt0021826,5.9,188
tt0021828,5.6,203
tt0021829,6.1,175
tt0021836,7.2,617
tt0021840,5.9,157
tt0021845,5.5,215
tt0021847,6.5,129
tt0021859,5.4,141
tt0021861,5.7,601
tt0021864,6.1,284
tt0021865,5.9,439
tt0021873,7.3,1942
tt0021874,6.3,1355
tt0021879,5.6,275
tt0021884,7.8,68010
tt0021885,6.6,2473
tt0021889,5.5,360
tt0021890,6.8,2739
tt0021895,5.8,157
tt0021900,5.0,172
tt0021906,6.4,788
tt0021910,6.9,604
tt0021917,5.1,366
tt0021919,6.0,189
tt0021927,5.7,205
tt0021928,6.1,141
tt0021931,6.5,531
tt0021932,6.7,263
tt0021933,6.9,761
tt0021952,6.0,198
tt0021963,5.8,180
tt0021966,5.4,267
tt0021969,6.9,266
tt0021973,5.8,213
tt0021978,6.9,198
tt0021985,7.8,1514
tt0021986,5.4,244
tt0021988,6.1,180
tt0021992,6.1,997
tt0022000,6.2,1426
tt0022001,6.3,556
tt0022002,6.0,282
tt0022017,7.5,1420
tt0022021,5.9,522
tt0022026,5.1,325
tt0022029,5.6,158
tt0022034,7.1,516
tt0022042,6.0,125
tt0022043,5.8,167
tt0022046,6.0,328
tt0022048,6.4,403
tt0022054,6.8,1323
tt0022056,5.5,251
tt0022059,5.3,737
tt0022074,7.2,3532
tt0022080,7.3,2114
tt0022085,6.2,209
tt0022086,6.3,390
tt0022100,8.3,149701
tt0022103,6.4,620
tt0022105,6.4,203
tt0022111,6.8,2862
tt0022117,7.1,298
tt0022119,6.1,821
tt0022120,5.2,150
tt0022121,6.4,195
tt0022125,7.9,2173
tt0022134,5.7,279
